,año,equiponac,jugador,club
2706,2009,Argentina,Sebastián Battaglia,Boca Juniors
2707,2009,Argentina,Javier Mascherano,Liverpool
2708,2009,Argentina,Hernán Bernardello,Newell's
2709,2009,Argentina,J. S.  Verón,Estudiantes LP
2710,2009,Argentina,Fabián Rinaudo,Gim. La Plata
2711,2009,Argentina,Rodrigo Braña,Estudiantes LP
2712,2009,Argentina,Enzo Pérez,Estudiantes LP
2713,2009,Argentina,Lucho Gonzalez,FC Porto
2714,2009,Argentina,Franco Zuculini,Racing Club
2715,2009,Argentina,Pablo Aimar,Benfica
2716,2009,Argentina,Federico Insúa,Boca Juniors
2717,2009,Argentina,Esteban Cambiasso,Inter
2718,2009,Argentina,Jesús Dátolo,Napoli
2719,2009,Argentina,Mario Bolatti,Huracán
2720,2009,Argentina,Matías Defederico,Huracán
2721,2009,Argentina,Esteban Fuertes,Colon
2722,2009,Argentina,Nicolás Gaitán,Boca Juniors
2723,2009,Argentina,Diego Perotti,Sevilla FC
2724,2009,Argentina,Sebastián Blanco,Lanus
2725,2009,Argentina,Sebastián Prediger,Colon
2726,2009,Argentina,Daniel Montenegro,Indep.
2727,2009,Argentina,Maxi Rodríguez,Atlético
2728,2009,Argentina,Jonás Gutiérrez,Newcastle
2729,2009,Argentina,Ángel Di María,Benfica
2730,2009,Argentina,Jesús David Méndez,Rosario
2731,2009,Argentina,Ezequiel Lavezzi,Napoli
2732,2009,Argentina,Lisandro Lopez,Lyon
2733,2009,Argentina,Mauro Boselli,Estudiantes LP
2734,2009,Argentina,Gonzalo Bergessio,San Lorenzo
2735,2009,Argentina,Martín Palermo,Boca Juniors
2736,2009,Argentina,Diego Milito,Genoa
2737,2009,Argentina,Sergio Agüero,Atlético
2738,2009,Argentina,Gonzalo Higuaín,Real Madrid
2739,2009,Argentina,Carlos Tévez,Man United
2740,2009,Argentina,Toto Salvio,Lanus
2741,2009,Argentina,Lionel Messi,Barça
2742,2009,Argentina,Gabriel Hauche,Argentinos
2743,2009,Argentina,José Gustavo Sand,Lanus
2744,2009,Argentina,L. M.  Rodríguez,Tucuman
2745,2010,Argentina,Diego Pozo,Colon
2746,2010,Argentina,Cristian Campestrini,Arsenal
2747,2010,Argentina,Adrián Gabbarini,Indep.
2748,2010,Argentina,Nelson Ibáñez,Godoy Cruz
2749,2010,Argentina,Sergio Romero,AZ
2750,2010,Argentina,Mariano Echeverría,Chacarita
2751,2010,Argentina,Walter Samuel,Inter
2752,2010,Argentina,Ignacio Canuto,Argentinos
2753,2010,Argentina,Leonel Galeano,Indep.
2754,2010,Argentina,Juan Insaurralde,Newell's
2755,2010,Argentina,Gabriel Milito,Barça
2756,2010,Argentina,Guillermo Burdisso,Rosario
2757,2010,Argentina,Matías Caruzzo,Argentinos
2758,2010,Argentina,Carlos Matheu,Indep.
2759,2010,Argentina,Nicolás Burdisso,AS Roma
2760,2010,Argentina,Ariel Hernán Garcé,Colon
2761,2010,Argentina,Paolo Duval Goltz,Huracán
2762,2010,Argentina,Nicolás Pareja,Spartak
2763,2010,Argentina,Martín Demichelis,Bayern
2764,2010,Argentina,Gabriel Heinze,Marseille
2765,2010,Argentina,Nicolás Otamendi,Velez Sarsfield
2766,2010,Argentina,Fabricio Coloccini,Newcastle
2767,2010,Argentina,Gabriel Mercado,Racing Club
2768,2010,Argentina,C. C.  Villagra,River Plate
2769,2010,Argentina,Javier Zanetti,Inter
2770,2010,Argentina,Pablo Zabaleta,Man City
2771,2010,Argentina,Clemente Rodríguez,Estudiantes LP
2772,2010,Argentina,Fabián Monzón,Boca Juniors
2773,2010,Argentina,Franco Razzotti,Velez Sarsfield
2774,2010,Argentina,Juan Ignacio Mercier,Argentinos
2775,2010,Argentina,W. A.  Acevedo,Indep.
2776,2010,Argentina,Fernando Gago,Real Madrid
2777,2010,Argentina,Javier Mascherano,Liverpool
2778,2010,Argentina,Ariel Ortega,River Plate
2779,2010,Argentina,J. S.  Verón,Estudiantes LP
2780,2010,Argentina,Enzo Pérez,Estudiantes LP
2781,2010,Argentina,Federico Insúa,Boca Juniors
2782,2010,Argentina,Esteban Cambiasso,Inter
2783,2010,Argentina,Nicolás Olmedo,Godoy Cruz
2784,2010,Argentina,Walter Erviti,Banfield
2785,2010,Argentina,Mario Bolatti,Fiorentina
2786,2010,Argentina,J. L.  Fernández,Racing Club
2787,2010,Argentina,Nicolás Gaitán,Boca Juniors
2788,2010,Argentina,Sebastián Blanco,Lanus
2789,2010,Argentina,Franco Jara,Arsenal
2790,2010,Argentina,José Ernesto Sosa,Estudiantes LP
2791,2010,Argentina,Facundo Bertoglio,Colon
2792,2010,Argentina,Andrés D'Alessandro,Internacional
2793,2010,Argentina,Patricio Toranzo,Huracán
2794,2010,Argentina,Maxi Rodríguez,Liverpool
2795,2010,Argentina,Jonás Gutiérrez,Newcastle
2796,2010,Argentina,Ángel Di María,Benfica
2797,2010,Argentina,Jesús David Méndez,Boca Juniors
2798,2010,Argentina,Ever Banega,Valencia CF
2799,2010,Argentina,Javier Pastore,Palermo
2800,2010,Argentina,Ezequiel Lavezzi,Napoli
2801,2010,Argentina,Diego Milito,Inter
2802,2010,Argentina,Mauro Boselli,Estudiantes LP
2803,2010,Argentina,Martín Palermo,Boca Juniors
2804,2010,Argentina,Gonzalo Higuaín,Real Madrid
2805,2010,Argentina,Sergio Agüero,Atlético
2806,2010,Argentina,Carlos Tévez,Man City
2807,2010,Argentina,Lionel Messi,Barça
2808,2010,Argentina,Gabriel Hauche,Racing Club
2809,2010,Argentina,Juan Pablo Pereyra,Tucuman
2810,2011,Argentina,Agustín Orión,Boca Juniors
2811,2011,Argentina,Javier García,Boca Juniors
2812,2011,Argentina,Adrián Gabbarini,Indep.
2813,2011,Argentina,Mariano Andújar,Catania
2814,2011,Argentina,Sergio Romero,AZ
2815,2011,Argentina,Juan Pablo Carrizo,River Plate
2816,2011,Argentina,Agustín Marchesín,Lanus
2817,2011,Argentina,Julián Velázquez,Indep.
2818,2011,Argentina,S. E.  Domínguez,Velez Sarsfield
2819,2011,Argentina,Jonatan Maidana,River Plate
2820,2011,Argentina,Gabriel Milito,Barça
2821,2011,Argentina,Jonathan Bottinelli,San Lorenzo
2822,2011,Argentina,Leandro Desábato,Estudiantes LP
2823,2011,Argentina,Nicolás Burdisso,AS Roma
2824,2011,Argentina,Federico Fazio,Sevilla FC
2825,2011,Argentina,Cristian Cellay,Estudiantes LP
2826,2011,Argentina,Marcos Angeleri,Sunderland
2827,2011,Argentina,Mateo Musacchio,Villarreal
2828,2011,Argentina,Martín Demichelis,Málaga
2829,2011,Argentina,Lisandro López,Arsenal
2830,2011,Argentina,Ezequiel Garay,Real Madrid
2831,2011,Argentina,Federico Fernández,Estudiantes LP
2832,2011,Argentina,Nicolás Otamendi,FC Porto
2833,2011,Argentina,Ismael Quilez,Colon
2834,2011,Argentina,Gastón Díaz,Velez Sarsfield
2835,2011,Argentina,Iván Pillud,Racing Club
2836,2011,Argentina,Javier Zanetti,Inter
2837,2011,Argentina,Pablo Zabaleta,Man City
2838,2011,Argentina,Emiliano Insúa,Galatasaray
2839,2011,Argentina,Emiliano Papa,Velez Sarsfield
2840,2011,Argentina,Clemente Rodríguez,Boca Juniors
2841,2011,Argentina,Fabián Monzón,Boca Juniors
2842,2011,Argentina,Marcos Rojo,Spartak
2843,2011,Argentina,Cristian Ansaldi,Rubin Kazan
2844,2011,Argentina,Fernando Gago,Real Madrid
2845,2011,Argentina,Tino Costa,Valencia CF
2846,2011,Argentina,Javier Mascherano,Barça
2847,2011,Argentina,Lucas Biglia,Anderlecht
2848,2011,Argentina,Rodrigo Braña,Estudiantes LP
2849,2011,Argentina,Fabián Rinaudo,Gim. La Plata
2850,2011,Argentina,Héctor Canteros,Velez Sarsfield
2851,2011,Argentina,Claudio Yacob,Racing Club
2852,2011,Argentina,Augusto Fernández,Velez Sarsfield
2853,2011,Argentina,Enzo Pérez,Estudiantes LP
2854,2011,Argentina,Fernando Belluschi,FC Porto
2855,2011,Argentina,Lucho Gonzalez,Marseille
2856,2011,Argentina,Pablo Guiñazú,Internacional
2857,2011,Argentina,Esteban Cambiasso,Inter
2858,2011,Argentina,Ariel Rojas,Godoy Cruz
2859,2011,Argentina,Mario Bolatti,Internacional
2860,2011,Argentina,Víctor Zapata,Velez Sarsfield
2861,2011,Argentina,Mauricio Sperdutti,Newell's
2862,2011,Argentina,Nicolás Bertolo,Saragosse
2863,2011,Argentina,Matías Defederico,Indep.
2864,2011,Argentina,Walter Montillo,Cruzeiro
2865,2011,Argentina,Ariel Cabral,Legia
2866,2011,Argentina,Nicolás Gaitán,Benfica
2867,2011,Argentina,Diego Perotti,Sevilla FC
2868,2011,Argentina,Pablo Piatti,Almería
2869,2011,Argentina,Luciano Aued,Gim. La Plata
2870,2011,Argentina,Diego Morales,Tigre
2871,2011,Argentina,Franco Jara,Benfica
2872,2011,Argentina,Cristian Chávez,Napoli
2873,2011,Argentina,Ricardo Álvarez,Inter
2874,2011,Argentina,José Ernesto Sosa,Napoli
2875,2011,Argentina,Cristian Chávez,Boca Juniors
2876,2011,Argentina,Erik Lamela,River Plate
2877,2011,Argentina,Jonás Gutiérrez,Newcastle
2878,2011,Argentina,Ángel Di María,Real Madrid
2879,2011,Argentina,Mauro Abel Formica,Blackburn
2880,2011,Argentina,Ever Banega,Valencia CF
2881,2011,Argentina,Maximiliano Morález,Velez Sarsfield
2882,2011,Argentina,Diego Valeri,Lanus
2883,2011,Argentina,Javier Pastore,Palermo
2884,2011,Argentina,Ezequiel Lavezzi,Napoli
2885,2011,Argentina,Pablo Mouche,Boca Juniors
2886,2011,Argentina,Emmanuel Gigliotti,San Lorenzo
2887,2011,Argentina,Marco Ruben,Villarreal
2888,2011,Argentina,Lucas Viatri,Boca Juniors
2889,2011,Argentina,Mauro Boselli,Genoa
2890,2011,Argentina,Jonathan Cristaldo,Metalist
2891,2011,Argentina,Rodrigo Palacio,Genoa
2892,2011,Argentina,Gonzalo Higuaín,Real Madrid
2893,2011,Argentina,Carlos Tévez,Man City
2894,2011,Argentina,Sergio Agüero,Atlético
2895,2011,Argentina,Toto Salvio,Benfica
2896,2011,Argentina,Lionel Messi,Barça
2897,2011,Argentina,Gabriel Hauche,Racing Club
2898,2011,Argentina,J. M.  Martínez,Velez Sarsfield
2899,2012,Argentina,Óscar Ustari,Boca Juniors
2900,2012,Argentina,Agustín Orión,Boca Juniors
2901,2012,Argentina,Sergio Romero,Sampdoria
2902,2012,Argentina,S. E.  Domínguez,Velez Sarsfield
2903,2012,Argentina,Leandro Desábato,Estudiantes LP
2904,2012,Argentina,Santiago Vergini,Newell's
2905,2012,Argentina,Federico Fernández,Napoli
2906,2012,Argentina,Ezequiel Garay,Benfica
2907,2012,Argentina,Hugo Campagnaro,Napoli
2908,2012,Argentina,Lisandro López,Arsenal
2909,2012,Argentina,Fabricio Coloccini,Newcastle
2910,2012,Argentina,Gino Peruzzi,Velez Sarsfield
2911,2012,Argentina,Pablo Zabaleta,Man City
2912,2012,Argentina,Clemente Rodríguez,Boca Juniors
2913,2012,Argentina,Leonel Vangioni,Newell's
2914,2012,Argentina,Marcos Rojo,Sporting
2915,2012,Argentina,Fernando Gago,AS Roma
2916,2012,Argentina,Leandro Somoza,Boca Juniors
2917,2012,Argentina,Tino Costa,Valencia CF
2918,2012,Argentina,Javier Mascherano,Barça
2919,2012,Argentina,Lucas Biglia,Anderlecht
2920,2012,Argentina,Francisco Cerro,Velez Sarsfield
2921,2012,Argentina,Oscar Ahumada,All Boys
2922,2012,Argentina,Rodrigo Braña,Estudiantes LP
2923,2012,Argentina,Enzo Pérez,Benfica
2924,2012,Argentina,Augusto Fernández,Celta
2925,2012,Argentina,Pablo Guiñazú,Internacional
2926,2012,Argentina,Walter Montillo,Cruzeiro
2927,2012,Argentina,Ignacio Scocco,Newell's
2928,2012,Argentina,Maxi Rodríguez,Liverpool
2929,2012,Argentina,José Ernesto Sosa,Metalist
2930,2012,Argentina,Ángel Di María,Real Madrid
2931,2012,Argentina,Ezequiel Lavezzi,Napoli
2932,2012,Argentina,Hernán Barcos,Palmeiras
2933,2012,Argentina,Rogelio Funes Mori,River Plate
2934,2012,Argentina,Gonzalo Higuaín,Real Madrid
2935,2012,Argentina,Franco di Santo,Wigan
2936,2012,Argentina,Rodrigo Palacio,Inter
2937,2012,Argentina,Sergio Agüero,Man City
2938,2012,Argentina,Toto Salvio,Atlético
2939,2012,Argentina,Lionel Messi,Barça
2940,2012,Argentina,J. M.  Martínez,Corinthians
2941,2013,Argentina,Mariano Andújar,Catania
2942,2013,Argentina,Sergio Romero,Sampdoria
2943,2013,Argentina,Jose Maria Basanta,Monterrey
2944,2013,Argentina,S. E.  Domínguez,Velez Sarsfield
2945,2013,Argentina,Federico Fernández,Getafe
2946,2013,Argentina,Facundo Roncaglia,Fiorentina
2947,2013,Argentina,Ezequiel Garay,Benfica
2948,2013,Argentina,Hugo Campagnaro,Napoli
2949,2013,Argentina,Nicolás Otamendi,FC Porto
2950,2013,Argentina,Fabricio Coloccini,Newcastle
2951,2013,Argentina,Gino Peruzzi,Velez Sarsfield
2952,2013,Argentina,Leonardo Ponzio,River Plate
2953,2013,Argentina,Pablo Zabaleta,Man City
2954,2013,Argentina,Clemente Rodríguez,Boca Juniors
2955,2013,Argentina,Marcos Rojo,Sporting
2956,2013,Argentina,Lucas Orbán,Bordeaux
2957,2013,Argentina,Cristian Ansaldi,Rubin Kazan
2958,2013,Argentina,Leandro Somoza,Lanus
2959,2013,Argentina,Fernando Gago,Velez Sarsfield
2960,2013,Argentina,Javier Mascherano,Barça
2961,2013,Argentina,Lucas Biglia,Anderlecht
2962,2013,Argentina,Rodrigo Braña,Estudiantes LP
2963,2013,Argentina,Augusto Fernández,Celta
2964,2013,Argentina,Pablo Guiñazú,Libertad
2965,2013,Argentina,Walter Montillo,Santos
2966,2013,Argentina,Ricardo Álvarez,Inter
2967,2013,Argentina,Maxi Rodríguez,Newell's
2968,2013,Argentina,José Ernesto Sosa,Metalist
2969,2013,Argentina,Erik Lamela,AS Roma
2970,2013,Argentina,Ángel Di María,Real Madrid
2971,2013,Argentina,Ever Banega,Valencia CF
2972,2013,Argentina,Ezequiel Lavezzi,Paris S-G
2973,2013,Argentina,Franco di Santo,Wigan
2974,2013,Argentina,Mauro Icardi,Inter
2975,2013,Argentina,Sergio Agüero,Man City
2976,2013,Argentina,Rodrigo Palacio,Inter
2977,2013,Argentina,Gonzalo Higuaín,Real Madrid
2978,2013,Argentina,Lionel Messi,Barça
2979,2014,Argentina,Nahuel Guzmán,Tigres UANL
2980,2014,Argentina,Mariano Andújar,Napoli
2981,2014,Argentina,Sergio Romero,Monaco
2982,2014,Argentina,Agustín Marchesín,Lanus
2983,2014,Argentina,Jose Maria Basanta,Monterrey
2984,2014,Argentina,Emanuel Mammana,River Plate
2985,2014,Argentina,Federico Fazio,Tottenham
2986,2014,Argentina,Hugo Campagnaro,Inter
2987,2014,Argentina,Santiago Vergini,Sunderland
2988,2014,Argentina,Federico Fernández,Napoli
2989,2014,Argentina,Ezequiel Garay,Benfica
2990,2014,Argentina,Martín Demichelis,Man City
2991,2014,Argentina,Facundo Roncaglia,Genoa
2992,2014,Argentina,Nicolás Otamendi,Valencia CF
2993,2014,Argentina,Pablo Zabaleta,Man City
2994,2014,Argentina,Jonathan Silva,Sporting
2995,2014,Argentina,Leonel Vangioni,River Plate
2996,2014,Argentina,Marcos Rojo,Sporting
2997,2014,Argentina,Cristian Ansaldi,Atlético
2998,2014,Argentina,Fernando Gago,Boca Juniors
2999,2014,Argentina,Javier Mascherano,Barça
3000,2014,Argentina,Lucas Biglia,Lazio
3001,2014,Argentina,Enzo Pérez,Benfica
3002,2014,Argentina,Augusto Fernández,Celta
3003,2014,Argentina,Nicolás Gaitán,Benfica
3004,2014,Argentina,Maxi Rodríguez,Newell's
3005,2014,Argentina,Ricardo Álvarez,Inter
3006,2014,Argentina,Ángel Di María,Real Madrid
3007,2014,Argentina,Erik Lamela,Tottenham
3008,2014,Argentina,Roberto Pereyra,Juventus
3009,2014,Argentina,Ever Banega,Sevilla FC
3010,2014,Argentina,Javier Pastore,Paris S-G
3011,2014,Argentina,Ezequiel Lavezzi,Paris S-G
3012,2014,Argentina,Carlos Tévez,Juventus
3013,2014,Argentina,Rodrigo Palacio,Inter
3014,2014,Argentina,Sergio Agüero,Man City
3015,2014,Argentina,Gonzalo Higuaín,Napoli
3016,2014,Argentina,Lionel Messi,Barça
3017,2015,Argentina,Nahuel Guzmán,Tigres UANL
3018,2015,Argentina,Mariano Andújar,Napoli
3019,2015,Argentina,Sergio Romero,Man United
3020,2015,Argentina,Gerónimo Rulli,R. Sociedad
3021,2015,Argentina,Agustín Marchesín,Santos Laguna
3022,2015,Argentina,Jonatan Maidana,River Plate
3023,2015,Argentina,Gonzalo Rodríguez,Fiorentina
3024,2015,Argentina,Martín Demichelis,Man City
3025,2015,Argentina,Mateo Musacchio,Villarreal
3026,2015,Argentina,Facundo Roncaglia,Genoa
3027,2015,Argentina,Ezequiel Garay,Zenit
3028,2015,Argentina,Ramiro Funes Mori,River Plate
3029,2015,Argentina,Nicolás Otamendi,Valencia CF
3030,2015,Argentina,Gabriel Mercado,River Plate
3031,2015,Argentina,Gino Peruzzi,Boca Juniors
3032,2015,Argentina,Pablo Zabaleta,Man City
3033,2015,Argentina,Milton Casco,Newell's
3034,2015,Argentina,Emmanuel Más,San Lorenzo
3035,2015,Argentina,Lucas Orbán,Valencia CF
3036,2015,Argentina,Marcos Rojo,Man United
3037,2015,Argentina,Fernando Gago,Boca Juniors
3038,2015,Argentina,Matías Kranevitter,River Plate
3039,2015,Argentina,Javier Mascherano,Barça
3040,2015,Argentina,Lucas Biglia,Lazio
3041,2015,Argentina,Enzo Pérez,Valencia CF
3042,2015,Argentina,Federico Mancuello,Indep.
3043,2015,Argentina,Nicolás Gaitán,Benfica
3044,2015,Argentina,Erik Lamela,Tottenham
3045,2015,Argentina,Ángel Di María,Man United
3046,2015,Argentina,Roberto Pereyra,Juventus
3047,2015,Argentina,Ever Banega,Sevilla FC
3048,2015,Argentina,Javier Pastore,Paris S-G
3049,2015,Argentina,Ezequiel Lavezzi,Paris S-G
3050,2015,Argentina,Angel Correa,Atlético
3051,2015,Argentina,Paulo Dybala,Juventus
3052,2015,Argentina,Sergio Agüero,Man City
3053,2015,Argentina,Gonzalo Higuaín,Napoli
3054,2015,Argentina,Carlos Tévez,Boca Juniors
3055,2015,Argentina,Lionel Messi,Barça
3056,2016,Argentina,Mariano Andújar,Estudiantes LP
3057,2016,Argentina,Nahuel Guzmán,Tigres UANL
3058,2016,Argentina,Sergio Romero,Man United
3059,2016,Argentina,Gerónimo Rulli,R. Sociedad
3060,2016,Argentina,Jonatan Maidana,River Plate
3061,2016,Argentina,Martín Demichelis,Man City
3062,2016,Argentina,Mateo Musacchio,Villarreal
3063,2016,Argentina,Facundo Roncaglia,Fiorentina
3064,2016,Argentina,Ramiro Funes Mori,Everton
3065,2016,Argentina,Nicolás Otamendi,Man City
3066,2016,Argentina,Víctor Cuesta,Indep.
3067,2016,Argentina,Gabriel Mercado,River Plate
3068,2016,Argentina,J. A.  Buffarini,SPFC
3069,2016,Argentina,Pablo Zabaleta,Man City
3070,2016,Argentina,Javier Pínola,Rosario
3071,2016,Argentina,Emmanuel Más,San Lorenzo
3072,2016,Argentina,Leonel Vangioni,River Plate
3073,2016,Argentina,Marcos Rojo,Man United
3074,2016,Argentina,Marcos Acuña,Racing Club
3075,2016,Argentina,Matías Kranevitter,Atlético
3076,2016,Argentina,Javier Mascherano,Barça
3077,2016,Argentina,Lucas Biglia,Lazio
3078,2016,Argentina,Guido Pizarro,Tigres UANL
3079,2016,Argentina,Augusto Fernández,Atlético
3080,2016,Argentina,Enzo Pérez,Valencia CF
3081,2016,Argentina,Fernando Belluschi,San Lorenzo
3082,2016,Argentina,Lautaro Acosta,Lanus
3083,2016,Argentina,Nicolás Gaitán,Benfica
3084,2016,Argentina,Ángel Di María,Paris S-G
3085,2016,Argentina,Erik Lamela,Tottenham
3086,2016,Argentina,Ever Banega,Sevilla FC
3087,2016,Argentina,Javier Pastore,Paris S-G
3088,2016,Argentina,Angel Correa,Atlético
3089,2016,Argentina,Paulo Dybala,Juventus
3090,2016,Argentina,Ezequiel Lavezzi,Hebei CF
3091,2016,Argentina,Lucas Pratto,Atlético MG
3092,2016,Argentina,Sergio Agüero,Man City
3093,2016,Argentina,Gonzalo Higuaín,Napoli
3094,2016,Argentina,Lionel Messi,Barça
3095,2016,Argentina,Lucas Alario,River Plate
3096,2017,Argentina,Nahuel Guzmán,Tigres UANL
3097,2017,Argentina,Mariano Andújar,Estudiantes LP
3098,2017,Argentina,Sergio Romero,Man United
3099,2017,Argentina,Agustín Marchesín,América
3100,2017,Argentina,Gerónimo Rulli,R. Sociedad
3101,2017,Argentina,Matías Caruzzo,San Lorenzo
3102,2017,Argentina,Jonatan Maidana,River Plate
3103,2017,Argentina,Federico Fazio,AS Roma
3104,2017,Argentina,Emanuel Mammana,Zenit
3105,2017,Argentina,Mateo Musacchio,Villarreal
3106,2017,Argentina,Germán Pezzella,Fiorentina
3107,2017,Argentina,Facundo Roncaglia,Celta
3108,2017,Argentina,Nicolás Pareja,Sevilla FC
3109,2017,Argentina,Nicolás Otamendi,Man City
3110,2017,Argentina,Ramiro Funes Mori,Everton
3111,2017,Argentina,Fabricio Bustos,Indep.
3112,2017,Argentina,J. A.  Buffarini,SPFC
3113,2017,Argentina,Gabriel Mercado,Sevilla FC
3114,2017,Argentina,José Luis Gomez,Lanus
3115,2017,Argentina,Milton Casco,River Plate
3116,2017,Argentina,Javier Pínola,Rosario
3117,2017,Argentina,Emmanuel Más,Trabzonspor
3118,2017,Argentina,Emiliano Insúa,Stuttgart
3119,2017,Argentina,Nicolás Tagliafico,Indep.
3120,2017,Argentina,Marcos Acuña,Racing Club
3121,2017,Argentina,Marcos Rojo,Man United
3122,2017,Argentina,Fernando Gago,Boca Juniors
3123,2017,Argentina,Iván Marcone,Lanus
3124,2017,Argentina,Javier Mascherano,Barça
3125,2017,Argentina,Lucas Biglia,Lazio
3126,2017,Argentina,Matías Kranevitter,Zenit
3127,2017,Argentina,Giovani Lo Celso,Paris S-G
3128,2017,Argentina,Ignacio Fernández,River Plate
3129,2017,Argentina,Guido Pizarro,Tigres UANL
3130,2017,Argentina,Enzo Pérez,Valencia CF
3131,2017,Argentina,Augusto Fernández,Atlético
3132,2017,Argentina,Leandro Paredes,Zenit
3133,2017,Argentina,Fernando Belluschi,San Lorenzo
3134,2017,Argentina,Pablo Pérez,Boca Juniors
3135,2017,Argentina,Lautaro Acosta,Lanus
3136,2017,Argentina,Guido Rodríguez,Tijuana
3137,2017,Argentina,Diego Perotti,AS Roma
3138,2017,Argentina,Ángel Di María,Paris S-G
3139,2017,Argentina,Emiliano Rigoni,Zenit
3140,2017,Argentina,Manuel Lanzini,West Ham
3141,2017,Argentina,Javier Pastore,Paris S-G
